employee_id,department,position,salary,tenure,performance_rating,satisfaction_score,overtime_hours,projects_completed,training_hours,recruitment_source,hire_date,attrition,current_date,tenure_months
438,Finance,Director,51159,2,2,2.2648604902533203,4,7,15,Campus,2016-03-13,0,2025-10-24 13:32:02.888212,117
439,HR,Mid-Level,48268,10,4,4.379883414560405,1,9,21,LinkedIn,2016-03-14,0,2025-10-24 13:32:02.888212,117
440,Operations,Director,26587,5,1,2.9052894088276173,2,3,17,Website,2016-03-15,0,2025-10-24 13:32:02.888212,117
441,Finance,Junior,62994,8,3,3.6790178048729913,9,9,20,Website,2016-03-16,0,2025-10-24 13:32:02.888212,116
442,HR,Senior,92852,3,3,2.6094922028898706,6,9,18,Referral,2016-03-17,0,2025-10-24 13:32:02.888212,116
443,Operations,Mid-Level,79347,3,2,2.1920274287750217,7,8,19,LinkedIn,2016-03-18,0,2025-10-24 13:32:02.888212,116
444,Marketing,Senior,70768,0,1,3.5019122416986455,6,8,24,Website,2016-03-19,0,2025-10-24 13:32:02.888212,116
445,HR,Director,78226,7,4,1.6194302963152851,4,8,23,Website,2016-03-20,0,2025-10-24 13:32:02.888212,116
446,Finance,Mid-Level,62775,2,4,2.491999342267452,10,11,24,Referral,2016-03-21,0,2025-10-24 13:32:02.888212,116
447,Sales,Manager,26302,3,4,1.836148149543689,3,10,23,Agency,2016-03-22,0,2025-10-24 13:32:02.888212,116
448,HR,Senior,94592,7,4,3.783179867762982,9,8,23,Agency,2016-03-23,0,2025-10-24 13:32:02.888212,116
449,Sales,Mid-Level,101778,4,3,4.77683535338443,0,12,19,LinkedIn,2016-03-24,0,2025-10-24 13:32:02.888212,116
450,Operations,Senior,56796,1,4,4.982043872063466,8,10,12,Campus,2016-03-25,0,2025-10-24 13:32:02.888212,116
451,Marketing,Mid-Level,71229,4,3,2.801107241766363,7,13,19,Referral,2016-03-26,0,2025-10-24 13:32:02.888212,116
452,Engineering,Junior,69075,2,3,2.010121558545778,1,9,21,Referral,2016-03-27,0,2025-10-24 13:32:02.888212,116
453,Marketing,Senior,83782,3,5,2.7713174815372965,3,10,20,Website,2016-03-28,1,2025-10-24 13:32:02.888212,116
454,HR,Manager,117247,0,2,4.389077639850895,4,5,22,Website,2016-03-29,0,2025-10-24 13:32:02.888212,116
455,Sales,Manager,103994,1,3,1.8240227142081595,4,6,30,Referral,2016-03-30,1,2025-10-24 13:32:02.888212,116
456,Sales,Director,65577,1,3,4.808382606611695,5,7,17,Campus,2016-03-31,0,2025-10-24 13:32:02.888212,116
457,Finance,Mid-Level,88561,6,2,2.367463075192604,8,6,17,Agency,2016-04-01,0,2025-10-24 13:32:02.888212,116
458,Sales,Senior,106358,0,1,4.943214637801219,8,7,26,LinkedIn,2016-04-02,1,2025-10-24 13:32:02.888212,116
459,Finance,Director,85208,2,4,4.3544355501358485,4,10,20,Agency,2016-04-03,0,2025-10-24 13:32:02.888212,116
460,Operations,Senior,74882,12,5,4.234282136589561,1,8,22,LinkedIn,2016-04-04,1,2025-10-24 13:32:02.888212,116
461,Engineering,Mid-Level,86150,0,3,2.2716186950931343,7,8,17,Campus,2016-04-05,0,2025-10-24 13:32:02.888212,116
462,HR,Manager,57418,3,1,1.0351088477917179,3,6,16,Referral,2016-04-06,1,2025-10-24 13:32:02.888212,116
463,Finance,Junior,61067,7,1,2.5285316353039513,2,5,13,Campus,2016-04-07,0,2025-10-24 13:32:02.888212,116
464,Engineering,Manager,48399,14,4,2.2072374786507747,7,6,20,Referral,2016-04-08,0,2025-10-24 13:32:02.888212,116
465,Sales,Director,82676,6,3,1.1495879616351892,2,5,15,Website,2016-04-09,1,2025-10-24 13:32:02.888212,116
466,Sales,Junior,71714,6,3,3.0214610260237187,8,8,14,LinkedIn,2016-04-10,0,2025-10-24 13:32:02.888212,116
467,Engineering,Director,54422,8,3,2.6121252451309465,6,5,23,Website,2016-04-11,0,2025-10-24 13:32:02.888212,116
468,Sales,Mid-Level,70895,2,3,3.538225870966099,4,4,16,Referral,2016-04-12,0,2025-10-24 13:32:02.888212,116
469,Operations,Junior,86749,8,3,3.484745288776333,6,5,13,LinkedIn,2016-04-13,0,2025-10-24 13:32:02.888212,116
470,Operations,Director,122867,0,4,1.4829865435867204,5,8,13,LinkedIn,2016-04-14,1,2025-10-24 13:32:02.888212,116
471,Engineering,Mid-Level,100301,12,3,4.90786218450649,3,6,24,Website,2016-04-15,0,2025-10-24 13:32:02.888212,115
472,Finance,Manager,17896,2,3,1.7477257177657877,9,8,19,LinkedIn,2016-04-16,0,2025-10-24 13:32:02.888212,115
473,Finance,Mid-Level,80982,4,3,2.7810960990588183,5,9,18,Referral,2016-04-17,0,2025-10-24 13:32:02.888212,115
474,Engineering,Senior,110733,1,4,2.9524701737349397,5,13,20,Referral,2016-04-18,0,2025-10-24 13:32:02.888212,115
475,Finance,Mid-Level,41553,6,3,4.25225118885648,6,9,20,Website,2016-04-19,0,2025-10-24 13:32:02.888212,115
476,Finance,Mid-Level,88788,0,2,1.396918384378587,5,7,17,Campus,2016-04-20,0,2025-10-24 13:32:02.888212,115
477,Operations,Senior,69083,10,3,2.714577116834127,4,7,18,Referral,2016-04-21,0,2025-10-24 13:32:02.888212,115
478,Finance,Director,103757,8,2,3.5140086809448157,3,8,23,Referral,2016-04-22,0,2025-10-24 13:32:02.888212,115
479,Marketing,Director,85106,1,4,1.8606224864962222,2,6,24,LinkedIn,2016-04-23,1,2025-10-24 13:32:02.888212,115
480,HR,Mid-Level,52899,8,3,3.509871595064291,6,7,15,LinkedIn,2016-04-24,0,2025-10-24 13:32:02.888212,115
481,Sales,Senior,69978,7,5,4.694659350198611,3,13,26,Referral,2016-04-25,0,2025-10-24 13:32:02.888212,115
482,Marketing,Senior,71457,5,1,4.990072524690699,4,9,30,Website,2016-04-26,0,2025-10-24 13:32:02.888212,115
483,Finance,Manager,71920,2,4,1.1298043071627029,6,6,18,Campus,2016-04-27,0,2025-10-24 13:32:02.888212,115
484,Operations,Director,102981,1,3,1.94235291297871,4,12,18,LinkedIn,2016-04-28,0,2025-10-24 13:32:02.888212,115
485,Engineering,Junior,53934,1,4,2.24122846316679,7,11,15,LinkedIn,2016-04-29,0,2025-10-24 13:32:02.888212,115
486,Finance,Director,100076,1,3,2.5965044017798644,9,9,16,Campus,2016-04-30,0,2025-10-24 13:32:02.888212,115
487,Operations,Director,67443,11,3,1.9690286303390696,10,9,21,LinkedIn,2016-05-01,0,2025-10-24 13:32:02.888212,115
488,HR,Manager,80587,0,4,1.81395197822125,7,8,31,Website,2016-05-02,0,2025-10-24 13:32:02.888212,115
489,Finance,Junior,76809,8,2,4.81821536967,6,3,23,LinkedIn,2016-05-03,0,2025-10-24 13:32:02.888212,115
490,Engineering,Manager,74454,2,2,4.6740864110820715,5,9,18,LinkedIn,2016-05-04,0,2025-10-24 13:32:02.888212,115
491,Operations,Junior,74659,3,3,1.1879700040124699,4,7,17,Referral,2016-05-05,0,2025-10-24 13:32:02.888212,115
492,Operations,Mid-Level,111433,7,3,2.3552520864193927,2,6,16,Website,2016-05-06,1,2025-10-24 13:32:02.888212,115
493,Operations,Junior,96061,10,2,2.6205942147136265,3,9,25,Website,2016-05-07,0,2025-10-24 13:32:02.888212,115
494,HR,Manager,65932,2,2,1.9560581386637734,4,6,18,Referral,2016-05-08,1,2025-10-24 13:32:02.888212,115
495,Finance,Director,114569,3,2,3.515491587952702,10,9,22,Agency,2016-05-09,0,2025-10-24 13:32:02.888212,115
496,HR,Junior,81867,2,4,3.561522986576964,2,7,18,Campus,2016-05-10,0,2025-10-24 13:32:02.888212,115
497,Sales,Junior,83940,0,3,4.402016913314388,1,8,30,Website,2016-05-11,0,2025-10-24 13:32:02.888212,115
498,Sales,Senior,54067,1,4,3.9634770735408713,4,8,17,Agency,2016-05-12,1,2025-10-24 13:32:02.888212,115
499,Finance,Director,62562,3,5,3.1702933078638225,9,12,16,Campus,2016-05-13,0,2025-10-24 13:32:02.888212,115
500,HR,Mid-Level,57787,2,3,3.6143470801776796,6,12,17,Website,2016-05-14,1,2025-10-24 13:32:02.888212,115
501,Engineering,Manager,77151,6,1,2.0959551261720724,10,6,22,LinkedIn,2016-05-15,0,2025-10-24 13:32:02.888212,114
502,Operations,Mid-Level,90969,2,1,3.3722247598694306,6,11,27,Website,2016-05-16,0,2025-10-24 13:32:02.888212,114
503,Operations,Director,84180,3,2,2.956909018999677,4,12,22,Campus,2016-05-17,0,2025-10-24 13:32:02.888212,114
504,Finance,Junior,114701,2,5,1.5333778692654816,4,14,23,Agency,2016-05-18,1,2025-10-24 13:32:02.888212,114
505,Sales,Junior,52806,6,3,1.970177106331883,9,6,22,LinkedIn,2016-05-19,0,2025-10-24 13:32:02.888212,114
506,Sales,Director,77871,9,2,2.166773802886344,5,9,11,Campus,2016-05-20,0,2025-10-24 13:32:02.888212,114
507,Operations,Junior,42926,3,3,4.697238268210231,4,5,19,Campus,2016-05-21,0,2025-10-24 13:32:02.888212,114
508,Finance,Junior,51953,7,3,1.9215465575435577,2,10,18,Website,2016-05-22,0,2025-10-24 13:32:02.888212,114
509,HR,Junior,106614,1,3,2.1569756112786727,5,9,19,Referral,2016-05-23,0,2025-10-24 13:32:02.888212,114
510,Sales,Manager,63420,3,2,2.477416520357729,4,6,15,Referral,2016-05-24,0,2025-10-24 13:32:02.888212,114
511,HR,Manager,54915,2,5,3.654970954501548,5,5,24,LinkedIn,2016-05-25,0,2025-10-24 13:32:02.888212,114
512,Sales,Senior,21750,2,3,1.472953569888562,2,8,20,Campus,2016-05-26,0,2025-10-24 13:32:02.888212,114
513,Sales,Mid-Level,54666,6,2,4.815780849975104,6,7,20,Agency,2016-05-27,1,2025-10-24 13:32:02.888212,114
514,Marketing,Director,69867,10,4,4.462284880379058,5,5,19,LinkedIn,2016-05-28,0,2025-10-24 13:32:02.888212,114
515,Sales,Director,41064,0,1,3.3088642920358007,4,7,16,LinkedIn,2016-05-29,0,2025-10-24 13:32:02.888212,114
516,Engineering,Director,68430,5,5,3.696151469699827,4,9,11,Website,2016-05-30,1,2025-10-24 13:32:02.888212,114
517,Finance,Senior,106765,4,5,1.066641884976864,2,7,21,Agency,2016-05-31,0,2025-10-24 13:32:02.888212,114
518,Finance,Manager,57317,0,4,2.3557791013937948,4,8,20,Campus,2016-06-01,0,2025-10-24 13:32:02.888212,114
519,HR,Senior,51415,1,4,4.182640922645768,6,12,22,Campus,2016-06-02,0,2025-10-24 13:32:02.888212,114
520,Sales,Director,46902,1,3,1.3099318951695436,5,10,20,Campus,2016-06-03,0,2025-10-24 13:32:02.888212,114
521,Engineering,Mid-Level,46455,0,5,2.129255336842881,7,9,14,LinkedIn,2016-06-04,0,2025-10-24 13:32:02.888212,114
522,HR,Junior,88389,1,3,3.341187313337245,1,6,16,Website,2016-06-05,0,2025-10-24 13:32:02.888212,114
523,Marketing,Manager,76216,1,4,2.0256521107957672,2,7,26,LinkedIn,2016-06-06,0,2025-10-24 13:32:02.888212,114
524,HR,Manager,98921,2,5,4.735911896578077,5,11,21,Referral,2016-06-07,0,2025-10-24 13:32:02.888212,114
525,HR,Senior,125495,6,5,1.5242345232171615,6,8,24,Referral,2016-06-08,1,2025-10-24 13:32:02.888212,114
526,Sales,Manager,29240,4,4,4.189577431631115,8,2,24,Campus,2016-06-09,0,2025-10-24 13:32:02.888212,114
527,Marketing,Director,84501,21,3,3.031794767625633,5,6,15,Website,2016-06-10,0,2025-10-24 13:32:02.888212,114
528,HR,Director,47034,2,5,4.001323103279824,9,12,18,Campus,2016-06-11,0,2025-10-24 13:32:02.888212,114
529,Engineering,Senior,94722,7,3,2.2428613132457897,1,9,23,Campus,2016-06-12,0,2025-10-24 13:32:02.888212,114
530,Engineering,Director,68202,10,5,3.057958409248155,3,6,15,LinkedIn,2016-06-13,0,2025-10-24 13:32:02.888212,114
531,Finance,Mid-Level,75683,5,3,4.427341398892706,5,12,17,Campus,2016-06-14,0,2025-10-24 13:32:02.888212,113
532,Marketing,Senior,42920,2,3,2.8675123964924176,4,6,17,Campus,2016-06-15,0,2025-10-24 13:32:02.888212,113
533,Marketing,Mid-Level,64339,7,3,2.4388794476410784,2,9,16,Website,2016-06-16,0,2025-10-24 13:32:02.888212,113
534,Finance,Junior,77241,1,3,3.1446215450109443,4,6,19,Website,2016-06-17,0,2025-10-24 13:32:02.888212,113
535,HR,Mid-Level,108901,1,4,3.8694510121454675,2,4,17,Website,2016-06-18,0,2025-10-24 13:32:02.888212,113
536,Marketing,Junior,55135,3,3,2.774253381994011,3,9,18,Campus,2016-06-19,0,2025-10-24 13:32:02.888212,113
537,Engineering,Junior,61232,4,3,4.755507900569092,9,6,21,Website,2016-06-20,0,2025-10-24 13:32:02.888212,113
538,Engineering,Mid-Level,98607,0,3,2.179783296169368,5,4,24,Website,2016-06-21,0,2025-10-24 13:32:02.888212,113
539,Sales,Senior,53516,14,4,2.9018544246764817,2,14,23,Agency,2016-06-22,0,2025-10-24 13:32:02.888212,113
540,Marketing,Director,103559,5,3,4.027710637365766,6,4,20,Agency,2016-06-23,0,2025-10-24 13:32:02.888212,113
541,HR,Director,74772,3,1,3.756484361983033,6,8,28,Referral,2016-06-24,0,2025-10-24 13:32:02.888212,113
542,Finance,Junior,82578,13,2,4.454564209668625,6,8,23,LinkedIn,2016-06-25,0,2025-10-24 13:32:02.888212,113
543,Finance,Junior,84188,2,1,4.987236722724436,4,8,24,LinkedIn,2016-06-26,0,2025-10-24 13:32:02.888212,113
544,HR,Senior,59594,19,3,2.7074333151803582,8,9,19,Website,2016-06-27,1,2025-10-24 13:32:02.888212,113
545,Operations,Manager,84747,3,2,1.4446035191332474,5,11,18,Referral,2016-06-28,1,2025-10-24 13:32:02.888212,113
546,Sales,Mid-Level,55690,0,2,1.121663523231872,8,7,21,Referral,2016-06-29,0,2025-10-24 13:32:02.888212,113
547,Finance,Junior,62447,7,5,3.9075076245590865,9,16,24,Agency,2016-06-30,0,2025-10-24 13:32:02.888212,113
548,Marketing,Director,88967,5,4,4.496054685234863,5,12,20,Referral,2016-07-01,0,2025-10-24 13:32:02.888212,113
549,Sales,Senior,82334,7,3,1.8828503437776747,6,4,16,Campus,2016-07-02,0,2025-10-24 13:32:02.888212,113
550,Marketing,Mid-Level,73125,15,5,1.6337921487596239,6,9,13,Website,2016-07-03,0,2025-10-24 13:32:02.888212,113
551,Engineering,Senior,43531,7,1,1.248820366102764,6,10,12,Campus,2016-07-04,0,2025-10-24 13:32:02.888212,113
552,Sales,Mid-Level,49771,4,3,4.2908116868688255,6,11,20,LinkedIn,2016-07-05,1,2025-10-24 13:32:02.888212,113
553,Finance,Mid-Level,81917,9,3,2.2455277595703373,2,9,24,Agency,2016-07-06,0,2025-10-24 13:32:02.888212,113
554,Sales,Junior,93303,5,3,2.606787571039106,2,6,8,Campus,2016-07-07,0,2025-10-24 13:32:02.888212,113
555,Sales,Senior,47258,2,3,3.0110007664384493,6,10,16,Website,2016-07-08,0,2025-10-24 13:32:02.888212,113
556,Sales,Senior,54004,10,3,4.357812936838203,8,12,16,Campus,2016-07-09,0,2025-10-24 13:32:02.888212,113
557,Operations,Director,78354,1,3,3.6033328862459397,6,7,21,Campus,2016-07-10,0,2025-10-24 13:32:02.888212,113
558,Sales,Director,77819,6,4,3.460258519431245,8,7,16,Referral,2016-07-11,0,2025-10-24 13:32:02.888212,113
559,Marketing,Junior,34401,10,2,1.7026883998236428,5,7,13,Agency,2016-07-12,0,2025-10-24 13:32:02.888212,113
560,Engineering,Junior,79039,6,2,3.052759566839319,6,6,16,LinkedIn,2016-07-13,0,2025-10-24 13:32:02.888212,113
561,HR,Manager,60040,5,2,3.861524068714621,8,13,16,Website,2016-07-14,0,2025-10-24 13:32:02.888212,112
562,Sales,Director,116026,6,2,4.8930435321219665,2,9,20,Website,2016-07-15,0,2025-10-24 13:32:02.888212,112
563,Finance,Mid-Level,81229,3,3,1.805625236853409,8,8,18,LinkedIn,2016-07-16,0,2025-10-24 13:32:02.888212,112
564,Sales,Senior,85536,10,2,1.0381734122689066,2,5,22,Website,2016-07-17,0,2025-10-24 13:32:02.888212,112
565,Finance,Junior,86183,1,4,1.301205734393879,8,5,19,Referral,2016-07-18,1,2025-10-24 13:32:02.888212,112
566,Marketing,Senior,44651,0,2,2.503409860727917,3,12,25,Campus,2016-07-19,0,2025-10-24 13:32:02.888212,112
567,Finance,Senior,123596,1,2,4.282178590983948,9,9,17,Referral,2016-07-20,0,2025-10-24 13:32:02.888212,112
568,HR,Manager,34427,3,3,1.0285683270729802,7,14,23,Referral,2016-07-21,0,2025-10-24 13:32:02.888212,112
569,Engineering,Director,94892,3,1,2.826922371543361,7,14,21,Referral,2016-07-22,1,2025-10-24 13:32:02.888212,112
570,Finance,Junior,90466,8,3,2.316922461365578,4,9,18,LinkedIn,2016-07-23,0,2025-10-24 13:32:02.888212,112
571,Finance,Senior,63074,2,3,1.2099268403989103,8,4,23,Agency,2016-07-24,0,2025-10-24 13:32:02.888212,112
572,Engineering,Junior,91661,3,2,2.800945146690469,3,12,15,LinkedIn,2016-07-25,0,2025-10-24 13:32:02.888212,112
573,HR,Mid-Level,67060,0,1,2.0189948293468754,5,7,26,LinkedIn,2016-07-26,1,2025-10-24 13:32:02.888212,112
574,Sales,Manager,58113,2,3,2.407539337388026,3,8,16,Referral,2016-07-27,0,2025-10-24 13:32:02.888212,112
575,Finance,Mid-Level,86738,5,1,3.822461219137172,4,13,13,Agency,2016-07-28,0,2025-10-24 13:32:02.888212,112
576,Engineering,Junior,49835,0,2,3.0862039356438684,2,11,12,LinkedIn,2016-07-29,0,2025-10-24 13:32:02.888212,112
577,Marketing,Junior,69393,1,2,1.4985897159712533,2,6,20,Agency,2016-07-30,0,2025-10-24 13:32:02.888212,112
578,Engineering,Director,60145,1,2,4.845658161694557,5,7,17,Referral,2016-07-31,0,2025-10-24 13:32:02.888212,112
579,Marketing,Senior,66600,0,3,3.5436430628389535,9,6,20,LinkedIn,2016-08-01,0,2025-10-24 13:32:02.888212,112
580,HR,Senior,85818,3,3,4.063473702650127,6,9,14,Agency,2016-08-02,0,2025-10-24 13:32:02.888212,112
581,Sales,Mid-Level,60140,1,3,1.3168526000334833,5,1,22,Website,2016-08-03,1,2025-10-24 13:32:02.888212,112
582,Engineering,Manager,70191,6,2,1.1882335178400756,1,11,20,LinkedIn,2016-08-04,0,2025-10-24 13:32:02.888212,112
583,Operations,Senior,62421,9,2,1.0777922014723247,6,10,17,LinkedIn,2016-08-05,0,2025-10-24 13:32:02.888212,112
584,Finance,Director,111099,3,4,1.7551761110937778,6,7,23,LinkedIn,2016-08-06,0,2025-10-24 13:32:02.888212,112
585,HR,Mid-Level,83565,20,3,2.6576335908739805,3,9,22,Agency,2016-08-07,0,2025-10-24 13:32:02.888212,112
586,Engineering,Mid-Level,80501,2,4,4.743304533611291,4,7,20,Campus,2016-08-08,0,2025-10-24 13:32:02.888212,112
587,Finance,Director,92085,3,3,2.828238637063105,4,5,24,LinkedIn,2016-08-09,0,2025-10-24 13:32:02.888212,112
588,Engineering,Manager,60146,22,3,2.1610204214901176,4,4,25,Website,2016-08-10,0,2025-10-24 13:32:02.888212,112
589,Marketing,Director,96481,1,3,3.2477410140786533,5,4,16,Website,2016-08-11,0,2025-10-24 13:32:02.888212,112
590,Engineering,Manager,83654,14,3,1.447738312539157,7,7,25,Referral,2016-08-12,0,2025-10-24 13:32:02.888212,112
591,Operations,Director,35977,0,3,3.438023564019933,7,8,15,Campus,2016-08-13,0,2025-10-24 13:32:02.888212,111
592,Engineering,Director,39299,2,3,3.2737278173220132,5,9,23,Campus,2016-08-14,1,2025-10-24 13:32:02.888212,111
593,Engineering,Junior,60692,0,2,4.167972133622839,13,4,24,Agency,2016-08-15,1,2025-10-24 13:32:02.888212,111
594,Operations,Mid-Level,41974,6,3,4.946750446468096,8,5,19,Referral,2016-08-16,1,2025-10-24 13:32:02.888212,111
595,HR,Director,69043,4,4,2.003493886864442,2,2,19,Agency,2016-08-17,0,2025-10-24 13:32:02.888212,111
596,Engineering,Director,49656,6,5,3.0386258032150426,3,7,18,Referral,2016-08-18,0,2025-10-24 13:32:02.888212,111
597,Operations,Senior,72556,2,3,4.635461625276014,5,8,15,Campus,2016-08-19,1,2025-10-24 13:32:02.888212,111
598,Finance,Mid-Level,110292,2,3,4.140759537691365,9,8,16,Agency,2016-08-20,0,2025-10-24 13:32:02.888212,111
599,Marketing,Senior,73765,0,2,2.9496252124032303,7,7,22,Referral,2016-08-21,0,2025-10-24 13:32:02.888212,111
600,Marketing,Mid-Level,67425,2,3,4.781486598459111,6,3,24,Campus,2016-08-22,0,2025-10-24 13:32:02.888212,111
601,Engineering,Senior,84706,13,3,1.2289467740672375,7,8,19,Campus,2016-08-23,0,2025-10-24 13:32:02.888212,111
602,HR,Director,57589,2,5,4.7239944788503365,5,3,14,LinkedIn,2016-08-24,0,2025-10-24 13:32:02.888212,111
603,HR,Director,96085,8,3,1.2020295695312262,6,10,14,Agency,2016-08-25,0,2025-10-24 13:32:02.888212,111
604,Finance,Junior,87380,9,3,3.1892189764587373,4,10,19,LinkedIn,2016-08-26,0,2025-10-24 13:32:02.888212,111
605,Engineering,Senior,75971,2,3,4.561763792004343,3,6,17,Campus,2016-08-27,0,2025-10-24 13:32:02.888212,111
606,Marketing,Manager,78857,4,4,2.0508837742452113,7,4,25,Agency,2016-08-28,0,2025-10-24 13:32:02.888212,111
607,HR,Junior,126043,0,3,2.888993995780634,6,5,16,Agency,2016-08-29,0,2025-10-24 13:32:02.888212,111
608,Engineering,Senior,98557,0,3,2.2973155165478665,4,9,22,Website,2016-08-30,0,2025-10-24 13:32:02.888212,111
609,HR,Senior,129988,0,5,4.808575668305405,5,3,16,Referral,2016-08-31,0,2025-10-24 13:32:02.888212,111
610,Operations,Junior,88300,4,1,4.294582379012363,5,7,18,Website,2016-09-01,0,2025-10-24 13:32:02.888212,111
611,HR,Director,38207,2,4,3.8360060453055183,3,10,20,Website,2016-09-02,0,2025-10-24 13:32:02.888212,111
612,Marketing,Senior,68445,3,2,3.350507946460435,2,6,22,Campus,2016-09-03,0,2025-10-24 13:32:02.888212,111
613,Sales,Director,32494,3,4,4.2823671572965925,1,9,22,Referral,2016-09-04,0,2025-10-24 13:32:02.888212,111
614,Finance,Junior,88207,2,3,2.5690681660941883,3,9,17,Website,2016-09-05,0,2025-10-24 13:32:02.888212,111
615,Finance,Director,93635,5,3,2.7902074204242475,2,10,20,Website,2016-09-06,0,2025-10-24 13:32:02.888212,111
616,Marketing,Mid-Level,52852,7,4,3.920006884323446,6,8,18,Agency,2016-09-07,0,2025-10-24 13:32:02.888212,111
617,HR,Manager,58609,0,1,2.431019053174857,4,9,12,Campus,2016-09-08,0,2025-10-24 13:32:02.888212,111
618,Engineering,Senior,78718,1,2,1.2556037681934953,4,6,21,Website,2016-09-09,0,2025-10-24 13:32:02.888212,111
619,HR,Manager,45047,6,3,1.2973384355442859,7,8,26,Referral,2016-09-10,0,2025-10-24 13:32:02.888212,111
620,Marketing,Director,43171,2,3,1.4614512052228155,4,11,27,LinkedIn,2016-09-11,0,2025-10-24 13:32:02.888212,111
621,Finance,Senior,105965,5,3,4.4787252933746515,3,7,21,LinkedIn,2016-09-12,0,2025-10-24 13:32:02.888212,110
622,HR,Director,77867,2,1,2.8889057030248173,4,8,21,Campus,2016-09-13,1,2025-10-24 13:32:02.888212,110
623,Finance,Mid-Level,61047,2,2,3.851529477378946,4,5,6,LinkedIn,2016-09-14,1,2025-10-24 13:32:02.888212,110
624,Engineering,Junior,32697,0,2,2.571637342419573,5,10,33,Agency,2016-09-15,0,2025-10-24 13:32:02.888212,110
625,Finance,Senior,96308,1,2,2.034843789662538,6,9,27,Agency,2016-09-16,0,2025-10-24 13:32:02.888212,110
626,Finance,Mid-Level,57887,4,3,2.3887686702488478,3,3,23,Referral,2016-09-17,1,2025-10-24 13:32:02.888212,110
627,Sales,Mid-Level,121517,2,4,4.176729381268734,4,8,20,Campus,2016-09-18,1,2025-10-24 13:32:02.888212,110
628,Sales,Senior,96482,7,5,3.500864500125753,3,4,8,Campus,2016-09-19,0,2025-10-24 13:32:02.888212,110
629,Operations,Director,54796,9,4,4.750559119831609,2,8,20,LinkedIn,2016-09-20,0,2025-10-24 13:32:02.888212,110
630,Sales,Mid-Level,57113,3,2,3.718819114307336,0,4,20,Website,2016-09-21,0,2025-10-24 13:32:02.888212,110
631,Finance,Manager,118046,7,3,3.2807265270187758,5,9,12,Website,2016-09-22,0,2025-10-24 13:32:02.888212,110
632,Marketing,Mid-Level,72893,1,2,3.440784035943338,4,8,22,Website,2016-09-23,0,2025-10-24 13:32:02.888212,110
633,Finance,Director,62167,2,2,4.7694857578736585,7,7,26,Referral,2016-09-24,0,2025-10-24 13:32:02.888212,110
634,Marketing,Director,75693,6,3,4.152803719466824,1,7,21,Campus,2016-09-25,0,2025-10-24 13:32:02.888212,110
635,Marketing,Manager,62052,2,1,1.0961649494657513,3,15,21,LinkedIn,2016-09-26,1,2025-10-24 13:32:02.888212,110
636,Sales,Mid-Level,81026,4,2,3.136558784542789,5,3,22,Referral,2016-09-27,0,2025-10-24 13:32:02.888212,110
637,HR,Director,73104,1,5,3.7533536461862593,5,11,18,Agency,2016-09-28,0,2025-10-24 13:32:02.888212,110
638,Engineering,Senior,96887,4,3,3.99479391375662,7,7,23,Agency,2016-09-29,0,2025-10-24 13:32:02.888212,110
639,Sales,Junior,65285,9,3,1.8525684772557467,2,7,27,Agency,2016-09-30,0,2025-10-24 13:32:02.888212,110
640,Sales,Junior,52879,10,1,4.4687094178054085,4,10,20,Campus,2016-10-01,1,2025-10-24 13:32:02.888212,110
641,HR,Junior,66275,6,2,4.823372588700655,4,2,16,Agency,2016-10-02,0,2025-10-24 13:32:02.888212,110
642,Engineering,Mid-Level,66122,6,4,1.946861223379479,4,9,13,Website,2016-10-03,0,2025-10-24 13:32:02.888212,110
643,Finance,Manager,73061,4,2,4.530461830068983,6,6,22,Agency,2016-10-04,0,2025-10-24 13:32:02.888212,110
644,Operations,Director,90863,4,3,1.3879150500643815,8,7,23,Referral,2016-10-05,0,2025-10-24 13:32:02.888212,110
645,Operations,Senior,89497,0,1,1.2228273444609807,6,7,21,Agency,2016-10-06,0,2025-10-24 13:32:02.888212,110
646,Finance,Senior,104991,2,3,1.5168952004109975,5,13,18,Website,2016-10-07,0,2025-10-24 13:32:02.888212,110
647,Sales,Mid-Level,54712,2,1,1.230964317868144,3,6,21,Agency,2016-10-08,0,2025-10-24 13:32:02.888212,110
648,Engineering,Junior,84718,15,4,4.380048948623104,2,7,17,LinkedIn,2016-10-09,0,2025-10-24 13:32:02.888212,110
649,Sales,Mid-Level,93182,2,4,1.2362005778330878,7,10,16,Website,2016-10-10,0,2025-10-24 13:32:02.888212,110
650,Marketing,Manager,58144,3,4,2.086656765454622,3,7,15,Campus,2016-10-11,1,2025-10-24 13:32:02.888212,110
651,Sales,Manager,69809,3,2,1.4150253741434256,6,6,15,Agency,2016-10-12,0,2025-10-24 13:32:02.888212,109
652,Sales,Director,31250,5,4,2.18168814525506,2,14,22,Referral,2016-10-13,1,2025-10-24 13:32:02.888212,109
653,Finance,Director,97671,6,3,1.362237870403682,7,10,18,Agency,2016-10-14,0,2025-10-24 13:32:02.888212,109
654,Finance,Manager,69612,1,3,3.672013002972056,4,9,16,Referral,2016-10-15,1,2025-10-24 13:32:02.888212,109
655,Finance,Manager,95164,3,3,1.5333072653703006,9,11,13,LinkedIn,2016-10-16,0,2025-10-24 13:32:02.888212,109
656,Operations,Manager,80151,8,1,4.407383703355551,9,7,23,Campus,2016-10-17,0,2025-10-24 13:32:02.888212,109
